SaleID,SalesDate,SalesTime,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
SALE000220,2025-05-25,14:25:14,CUST0769,PROD129,10,3984.34,39843.4
SALE000221,2025-05-24,17:34:02,CUST0515,PROD214,6,3450.3,20701.8
SALE000222,2025-05-13,12:29:07,CUST0716,PROD384,9,465.89,4193.01
SALE000223,2025-05-03,10:43:13,CUST0389,PROD014,1,62199.64,62199.64
SALE000224,2025-05-17,12:35:16,CUST0243,PROD169,1,70528.73,70528.73
SALE000225,2025-05-18,12:31:27,CUST0216,PROD220,7,1914.34,13400.38
SALE000226,2025-05-23,15:54:25,CUST0287,PROD043,59,61.72,3641.48
SALE000227,2025-05-11,11:46:17,CUST0824,PROD232,4,700.44,2801.76
SALE000228,2025-05-24,13:09:51,CUST0983,PROD080,21,590.35,12397.35
SALE000229,2025-05-16,12:26:31,CUST0138,PROD357,2,3729.13,7458.26
SALE000230,2025-05-31,21:20:50,CUST0499,PROD093,1,65278.75,65278.75
SALE000231,2025-05-18,10:25:06,CUST0708,PROD398,22,536.47,11802.34
SALE000232,2025-05-17,17:53:40,CUST0099,PROD351,59,660.18,38950.62
SALE000233,2025-05-18,15:35:35,CUST0955,PROD315,34,516.29,17553.86
SALE000234,2025-05-04,15:55:43,CUST0987,PROD033,10,5347.81,53478.1
SALE000235,2025-05-31,12:49:18,CUST0364,PROD045,1,55377.24,55377.24
SALE000236,2025-05-25,11:24:39,CUST0294,PROD248,8,6625.36,53002.88
SALE000237,2025-05-21,12:40:51,CUST0951,PROD203,6,5706.71,34240.26
SALE000238,2025-05-24,11:05:10,CUST0352,PROD094,31,102.21,3168.51
SALE000239,2025-05-17,21:17:38,CUST0661,PROD314,7,9197.62,64383.34
SALE000240,2025-05-09,15:47:37,CUST0534,PROD211,2,52047.28,104094.56
SALE000241,2025-05-03,12:46:15,CUST0678,PROD301,1,74307.81,74307.81
SALE000242,2025-05-24,11:13:10,CUST0407,PROD287,2,4411.81,8823.62
SALE000243,2025-05-25,18:03:01,CUST0790,PROD099,7,7345.73,51420.11
SALE000244,2025-05-17,11:06:16,CUST0633,PROD101,3,6516.03,19548.09
SALE000245,2025-05-24,14:14:15,CUST0756,PROD145,1,70794.04,70794.04
SALE000246,2025-05-31,12:01:02,CUST0680,PROD120,47,343.06,16123.82
SALE000247,2025-05-28,17:29:55,CUST0554,PROD228,36,445.71,16045.56
SALE000248,2025-05-31,12:37:38,CUST0468,PROD002,1,63000.0,63000.0
SALE000249,2025-05-21,16:33:40,CUST0655,PROD359,1,52338.87,52338.87
SALE000250,2025-05-31,13:51:05,CUST0453,PROD038,1,10732.21,10732.21
SALE000251,2025-05-17,10:00:33,CUST0835,PROD054,19,173.09,3288.71
SALE000252,2025-05-31,10:44:59,CUST0504,PROD363,63,203.02,12790.26
SALE000253,2025-05-24,14:38:14,CUST0816,PROD306,1,6420.38,6420.38
SALE000254,2025-05-31,16:25:15,CUST0168,PROD347,7,6686.84,46807.88
SALE000255,2025-05-17,11:27:40,CUST0246,PROD260,9,2188.62,19697.58
SALE000256,2025-05-25,19:51:44,CUST0702,PROD346,5,3374.64,16873.2
SALE000257,2025-05-31,14:26:12,CUST0874,PROD090,2,4185.67,8371.34
SALE000258,2025-05-04,20:29:39,CUST0464,PROD113,1,11045.71,11045.71
SALE000259,2025-05-18,10:09:03,CUST0993,PROD081,70,746.19,52233.3
SALE000260,2025-05-04,14:17:08,CUST0733,PROD184,58,475.41,27573.78
SALE000261,2025-05-04,12:00:31,CUST0223,PROD355,6,2710.37,16262.22
SALE000262,2025-05-25,15:29:44,CUST0811,PROD124,1,5766.33,5766.33
SALE000263,2025-05-10,10:17:49,CUST0402,PROD149,11,479.3,5272.3
SALE000264,2025-05-11,14:52:24,CUST0849,PROD201,3,657.59,1972.77
SALE000265,2025-05-04,21:15:24,CUST0790,PROD155,8,6407.87,51262.96
SALE000266,2025-05-08,10:12:29,CUST0753,PROD110,2,1450.64,2901.28
SALE000267,2025-05-11,17:24:43,CUST0985,PROD264,1,60031.83,60031.83
SALE000268,2025-05-03,21:59:35,CUST0534,PROD313,17,695.63,11825.71
SALE000269,2025-05-17,13:23:56,CUST0054,PROD300,1,83696.97,83696.97
SALE000270,2025-05-07,13:40:27,CUST0333,PROD162,3,693.15,2079.45
SALE000271,2025-05-06,19:07:25,CUST0809,PROD148,4,3760.71,15042.84
SALE000272,2025-05-01,19:50:44,CUST0487,PROD115,10,1471.66,14716.6
SALE000273,2025-05-04,13:10:31,CUST0094,PROD354,1,78719.51,78719.51
SALE000274,2025-05-11,20:03:03,CUST0365,PROD208,3,2706.03,8118.09
SALE000275,2025-05-04,12:31:14,CUST0325,PROD093,2,65278.75,130557.5
SALE000276,2025-05-18,17:46:12,CUST0022,PROD141,7,6214.07,43498.49
SALE000277,2025-05-12,14:57:02,CUST0497,PROD091,1,25062.47,25062.47
SALE000278,2025-05-25,13:36:11,CUST0557,PROD255,1,4679.17,4679.17
SALE000279,2025-05-31,12:04:33,CUST0159,PROD205,1,13376.88,13376.88
SALE000280,2025-05-18,17:00:49,CUST0654,PROD318,1,67212.41,67212.41
SALE000281,2025-05-03,19:54:23,CUST0795,PROD398,32,536.47,17167.04
SALE000282,2025-05-11,20:34:52,CUST0397,PROD366,4,1055.39,4221.56
SALE000283,2025-05-31,12:39:18,CUST0331,PROD131,7,7295.4,51067.8
SALE000284,2025-05-04,18:42:04,CUST0045,PROD317,3,6429.67,19289.01
SALE000285,2025-05-06,13:06:31,CUST0197,PROD366,2,1055.39,2110.78
SALE000286,2025-05-24,20:31:33,CUST0639,PROD368,10,3670.44,36704.4
SALE000287,2025-05-11,19:45:04,CUST0014,PROD245,28,66.47,1861.16
SALE000288,2025-05-04,17:51:40,CUST0063,PROD150,6,506.04,3036.24
SALE000289,2025-05-18,16:52:23,CUST0814,PROD165,1,10987.73,10987.73
SALE000290,2025-05-31,10:46:04,CUST0855,PROD176,5,4941.84,24709.2
SALE000291,2025-05-03,18:06:06,CUST0743,PROD090,4,4185.67,16742.68
SALE000292,2025-05-11,18:42:15,CUST0584,PROD382,3,1022.72,3068.16
SALE000293,2025-05-18,16:47:06,CUST0785,PROD291,75,599.57,44967.75
SALE000294,2025-05-24,11:10:50,CUST0185,PROD267,9,1289.32,11603.88
SALE000295,2025-05-10,18:38:28,CUST0956,PROD212,47,100.34,4715.98
SALE000296,2025-05-18,15:26:48,CUST0649,PROD103,7,5974.04,41818.28
SALE000297,2025-05-27,19:15:36,CUST0559,PROD255,1,4679.17,4679.17
SALE000298,2025-05-17,15:28:28,CUST0983,PROD217,7,1520.28,10641.96
SALE000299,2025-05-01,14:38:01,CUST0531,PROD324,3,4763.19,14289.57
SALE000300,2025-05-17,13:13:54,CUST0323,PROD164,1,611.55,611.55
SALE000301,2025-05-25,21:52:17,CUST0942,PROD221,72,701.54,50510.88
SALE000302,2025-05-10,11:02:29,CUST0365,PROD092,3,689.15,2067.45
SALE000303,2025-05-11,13:16:51,CUST0308,PROD351,13,660.18,8582.34
SALE000304,2025-05-11,21:04:46,CUST0333,PROD094,63,102.21,6439.23
SALE000305,2025-05-04,19:41:19,CUST0039,PROD091,1,25062.47,25062.47
SALE000306,2025-05-03,15:22:56,CUST0837,PROD158,7,6127.41,42891.87
SALE000307,2025-05-14,11:55:49,CUST0233,PROD156,10,3494.27,34942.7
SALE000308,2025-05-24,10:19:33,CUST0043,PROD330,1,35883.5,35883.5
SALE000309,2025-05-31,21:14:09,CUST0052,PROD396,7,1142.59,7998.13
SALE000310,2025-05-15,19:32:05,CUST0228,PROD030,57,666.44,37987.08
SALE000311,2025-05-10,12:08:21,CUST0085,PROD110,8,1450.64,11605.12
SALE000312,2025-05-19,18:25:16,CUST0088,PROD127,1,36846.58,36846.58
SALE000313,2025-05-14,12:48:08,CUST0493,PROD255,1,4679.17,4679.17
SALE000314,2025-05-11,18:39:47,CUST0537,PROD182,4,5822.27,23289.08
SALE000315,2025-05-24,15:43:59,CUST0590,PROD185,2,8427.86,16855.72
SALE000316,2025-05-24,15:22:12,CUST0329,PROD224,6,7056.08,42336.48
SALE000317,2025-05-17,12:22:39,CUST0842,PROD340,2,9484.94,18969.88
SALE000318,2025-05-25,10:59:52,CUST0240,PROD379,4,6068.47,24273.88
SALE000319,2025-05-04,11:47:03,CUST0249,PROD301,2,74307.81,148615.62
SALE000320,2025-05-17,10:21:44,CUST0824,PROD038,1,10732.21,10732.21
SALE000321,2025-05-18,13:47:34,CUST0217,PROD386,4,1361.65,5446.6
SALE000322,2025-05-17,18:30:39,CUST0748,PROD112,3,5911.02,17733.06
SALE000323,2025-05-03,16:37:57,CUST0680,PROD084,1,10012.93,10012.93
SALE000324,2025-05-17,13:50:44,CUST0633,PROD276,5,4707.43,23537.15
SALE000325,2025-05-03,11:24:42,CUST0278,PROD223,1,5747.31,5747.31
SALE000326,2025-05-04,10:18:55,CUST0905,PROD195,7,4283.29,29983.03
SALE000327,2025-05-08,18:45:06,CUST0926,PROD287,6,4411.81,26470.86
SALE000328,2025-05-16,18:05:11,CUST0204,PROD324,9,4763.19,42868.71
SALE000329,2025-05-03,10:15:59,CUST0543,PROD270,1,15257.91,15257.91
SALE000330,2025-05-10,10:22:43,CUST0361,PROD311,6,3748.98,22493.88
SALE000331,2025-05-31,14:51:03,CUST0641,PROD103,5,5974.04,29870.2
SALE000332,2025-05-03,18:17:14,CUST0156,PROD004,6,2280.46,13682.76
SALE000333,2025-05-10,11:46:24,CUST0534,PROD331,80,675.11,54008.8
